,region,topic_order,importance,topic_name,top_words,abs_imp,base_rate,n_topics,r2,voxels,Color
2224,39,4,-0.0010918377353203344,topic12,object objects visual,0.0010918377353203344,0.02087794933181208,60,0.15832362896903682,1628,0.06779661016949153
2228,39,8,0.00016984938847555464,topic16,individuals cognitive individual,0.00016984938847555464,0.02087794933181208,60,0.15832362896903682,1628,0.13559322033898305
2234,39,14,-0.001045627500685112,topic21,human humans organization,0.001045627500685112,0.02087794933181208,60,0.15832362896903682,1628,0.23728813559322035
2235,39,15,0.000638339649210538,topic22,network role evidence,0.000638339649210538,0.02087794933181208,60,0.15832362896903682,1628,0.2542372881355932
2238,39,18,-0.0012077886016544088,topic25,network resting default,0.0012077886016544088,0.02087794933181208,60,0.15832362896903682,1628,0.3050847457627119
2240,39,20,-0.0018563945173310197,topic27,sentences comprehension sentence,0.0018563945173310197,0.02087794933181208,60,0.15832362896903682,1628,0.3389830508474576
2242,39,22,1.206912280911748e-05,topic29,reward anticipation monetary,1.206912280911748e-05,0.02087794933181208,60,0.15832362896903682,1628,0.3728813559322034
2244,39,24,-0.0009165820582852981,topic30,feedback error learning,0.0009165820582852981,0.02087794933181208,60,0.15832362896903682,1628,0.4067796610169492
2245,39,25,0.002835526556065313,topic31,pd controls disease,0.002835526556065313,0.02087794933181208,60,0.15832362896903682,1628,0.423728813559322
2253,39,33,-0.0009027289118025481,topic39,conflict interference control,0.0009027289118025481,0.02087794933181208,60,0.15832362896903682,1628,0.559322033898305
2254,39,34,-0.0014560493545669386,topic4,decision choice risk,0.0014560493545669386,0.02087794933181208,60,0.15832362896903682,1628,0.576271186440678
2255,39,35,-0.001995391416595205,topic40,semantic words word,0.001995391416595205,0.02087794933181208,60,0.15832362896903682,1628,0.5932203389830508
2257,39,37,0.0017471072613898975,topic42,time sustained delay,0.0017471072613898975,0.02087794933181208,60,0.15832362896903682,1628,0.6271186440677966
2265,39,45,-0.0014925747177854769,topic5,reasoning rule rules,0.0014925747177854769,0.02087794933181208,60,0.15832362896903682,1628,0.7627118644067796
2267,39,47,-0.001621768678711894,topic51,ptsd social game,0.001621768678711894,0.02087794933181208,60,0.15832362896903682,1628,0.7966101694915254
2268,39,48,0.00018833491722817245,topic52,asd autism social,0.00018833491722817245,0.02087794933181208,60,0.15832362896903682,1628,0.8135593220338984
2269,39,49,-0.002204956934070461,topic53,food taste body,0.002204956934070461,0.02087794933181208,60,0.15832362896903682,1628,0.8305084745762712
2270,39,50,-0.0010442129566061,topic54,age adults children,0.0010442129566061,0.02087794933181208,60,0.15832362896903682,1628,0.847457627118644
2276,39,56,0.0006771364960280555,topic6,visual auditory sensory,0.0006771364960280555,0.02087794933181208,60,0.15832362896903682,1628,0.9491525423728814
2277,39,57,-0.002091544399030579,topic7,spatial location mental,0.002091544399030579,0.02087794933181208,60,0.15832362896903682,1628,0.9661016949152542
2279,39,59,-0.0016127896431323296,topic9,repetition priming hearing,0.0016127896431323296,0.02087794933181208,60,0.15832362896903682,1628,1.0
